,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15
INHBB,0.0014226883065946996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INMT,0.0,0.002804555666237035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP5D,0.0017767650922311663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INS,0.0,0.0,0.00010537965394768918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002779348792114406,0.0,0.0,0.0,0.0,0.0
INSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007605504834235544,0.0,0.0,0.0,0.0,0.0
INSRR,0.0,0.0,0.0,0.0,0.0005181323339851154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCF1,0.0,7.046123577594815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006641576267434137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCG,0.001645873410156323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF6,0.0,0.0,0.0,0.004009831586433792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF8,0.001634044910943852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX2,0.0,0.0,0.0,0.0,0.0,0.0026667163956437417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX3,0.0,0.0,0.0,0.0,0.0,0.003160766778802008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026544366317122,0.0,0.0,0.0,0.0,0.0,0.0
ISG15,0.002353248790691594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007288665204530999,0.0,0.0,0.0,0.0,0.0,0.0
ITGA1,0.0016774679541054231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA11,0.0,0.0,0.0,0.0,0.0,0.002259866824398577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA6,0.0,0.0,0.0,0.004100971390416058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA8,0.0,0.002070667161218533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAL,0.0016727988096794477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAM,0.001603695472175012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011713916354018826,0.0
ITGB2,0.0022769860984006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGB4,0.0,0.0036823438781219105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGB6,0.0,0.003118405888971452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015313775055328879,0.0,0.0,0.0
ITIH5,0.0,0.0021775995295968205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITLN1,0.0,0.0,0.0024445366076706436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034718216050094924,0.0,0.0,0.0
ITM2A,0.0018001108143610432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPKA,0.0,0.0,0.0030560099644829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPRIP,0.0017823680655423366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVL,0.0,0.0,0.0,0.0,0.006896559647256426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IYD,0.0,0.0,0.0,0.0,0.005245659062031125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG1,0.0,0.0,0.0,0.003858891279487724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG2,0.0,0.0,0.0,0.003722981045479082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM2,0.0014980171700004357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM3,0.001634667463533982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAL1,0.00157941592115994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANK2,0.0,0.0033769291554451774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANK3,0.0,0.0020969660731630767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010778729065047583,0.0,0.0
KCNAB2,0.0018083596361802663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.017846200980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE1L,0.00042551469535389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE2,0.0,0.0,0.0,0.0,0.0,0.0010235589277872215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE3,0.0,0.0025760528558509497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE4,0.0,0.001975891837041025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00902749723950338,0.0,0.0,0.0,0.0,0.0
KCNJ15,0.0,0.0,0.0,0.0,0.0,0.0029758590330585632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004007433142118446,0.0,0.0,0.0,0.0,0.0
KCNJ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012607802874743326
KCNJ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004700487633321385,0.0,0.0,0.0,0.0
KCNK3,0.0,0.0,0.0,0.0,0.0,0.0019425819424978936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK5,0.0,0.0,0.0,0.0,0.0,0.002484435180379607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNN4,0.0,0.002699360018458859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ1,0.0,0.002573075620536473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008176456330290054,0.0,0.0,0.0,0.0,0.0
KCTD1,0.0,0.0,0.0,0.0034127859231534757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD12,0.0,0.003001301299935369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD4,0.0,0.0,0.00014291832895909777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5D,0.0,0.0,0.0,0.00213395056832863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011130790244596693,0.0
KDR,0.0,0.0,0.0,0.0033433917566125927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEL,0.0,0.0,0.0,0.001297383104407201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHDC1L,0.0,0.0,0.001584312994758606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHDRBS3,0.0,0.0,0.0,0.003268561180711364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011531071726488158,0.0
KIAA0101,0.0,0.0028152240927805765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0408,0.0,0.0,0.0,0.0,0.0,0.0019373288815392729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1199,0.0,0.0,0.0,0.0031799796870163196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1324,0.0,0.0,0.0,0.0,0.0,0.002617337622632708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1324L,0.0,0.0,0.0,0.0,0.0,0.0027368447594413267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1462,0.0,0.0026440330621981672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF12,0.0,0.0,0.0,0.0,0.0,0.0017130231786061738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016018856056865757,0.0,0.0,0.0,0.0
KIFC2,0.0,0.0,0.0,0.003658383710726739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR2DL1,0.0,0.0,0.0006693643255046352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISS1,0.0,0.0,0.0017163767670878988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIT,0.0,0.0,0.0,0.0030840430512455133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF2,0.0,0.0028363128429247865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF4,0.00197520373033512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01389223829497879,0.0
KLF9,0.0,0.002861371240154965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHDC7B,0.0,0.0,0.0,0.0021371484561876573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK1,0.0,0.0,0.0,0.00200539547639575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03361355904691695,0.0,0.0,0.0,0.0
KLK11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03623433452592708,0.0,0.0,0.0,0.0
KLK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02625299614877057,0.0,0.0,0.0,0.0,0.0
KLK13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207024354612903,0.0,0.0,0.0,0.0
KLK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02195470092375643,0.0,0.0,0.0,0.0,0.0
KLK15,0.0,0.0,0.0,0.0,0.00040094941144302727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK3,0.0,0.0,0.0,0.0,0.0,0.00018622101098309985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK4,0.0,0.0,0.0,0.0009136365613239768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK5,0.0,0.0,0.0,0.0011752237881923746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016777485427883227,0.0,0.0,0.0,0.0,0.0,0.0
KLK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179633023800023,0.0,0.0,0.0,0.0
KLK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018939407105145165,0.0,0.0,0.0,0.0,0.0,0.0
KNG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049931324230427405,0.0,0.0,0.0,0.0,0.0
KPRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01381451035235529,0.0,0.0
KREMEN1,0.0,0.0,0.0,0.003591228065687175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KREMEN2,0.0,0.0,0.0,0.0,0.0053973075500267685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT1,0.0,0.0,0.0022545818666490584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT10,0.0,0.0,0.0,0.0037028343519672127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT13,0.0,0.0,0.0,0.0,0.01097038948386667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT14,0.0,0.0,0.003949249520477347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT15,0.0,0.0,0.0,0.0,0.0,0.003553695738506828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT16,0.0,0.0,0.0,0.0,0.010821038700234596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT17,0.0,0.0,0.0,0.0,0.0,0.0037449071574006173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT2,0.0,0.0,0.0,0.0,0.0019783234570340774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008833589184239585,0.0,0.0,0.0,0.0,0.0
KRT222,0.0,0.0,0.0,0.0,0.0,0.00039345426580068203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT23,0.0,0.0,0.0,0.0,0.0,0.0016854446085734158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT24,0.0,0.0,0.0,0.0,0.0016623891070431532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT25,0.0,0.0,0.0,0.0,7.582424399782178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00941235354023364,0.0,0.0,0.0,0.0,0.0,0.0
KRT34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005307482960094818,0.0,0.0,0.0,0.0,0.0,0.0
KRT36,0.0,0.0,0.0,0.0,0.0013246265655983108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT4,0.0,0.0,0.0,0.0,0.0,0.0020783735682782358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01038485362634995,0.0,0.0,0.0,0.0,0.0
KRT5,0.0,0.0,0.0,0.0,0.014206706079955516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT6A,0.0,0.0,0.0,0.0,0.013609302945427223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT6B,0.0,0.0,0.003391596673621121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT6C,0.0,0.0,0.002360413793789656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT7,0.0,0.0,0.0,0.0,0.0,0.004393397532742329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009023068607993548,0.0,0.0,0.0,0.0,0.0,0.0
KRT77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01596343418494389,0.0,0.0
KRT79,0.0,0.0,0.0013875741558433924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT80,0.0,0.0,0.0,0.0032711194909985854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT81,0.0,0.0,0.002008545249706814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008332660041474779,0.0,0.0,0.0,0.0,0.0
KRT85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002227961085409809,0.0,0.0,0.0,0.0,0.0,0.0
KRT86,0.0,0.0,0.0,0.0,0.0,0.0012654623849316998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP1-1,0.0,0.0,0.00015151151962435999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP1-3,0.0,0.0,0.0,0.0,0.00012177833126922891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP1-5,0.0,8.733223589131603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP11-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003753818989458025,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006388193153968382,0.0,0.0,0.0,0.0,0.0
KRTAP21-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044142130709367514,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070439681584233416,0.0,0.0,0.0,0.0
KRTAP3-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014879241429218773,0.0,0.0,0.0,0.0
KRTAP3-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012388570197409173,0.0,0.0,0.0,0.0,0.0
KRTDAP,0.0,0.0,0.002352272876317302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYNU,0.0,0.0,0.0,0.0,0.0,0.002866332712071324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1CAM,0.0,0.0012898871999970228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAD1,0.0,0.003401739449732483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR1,0.0019470332256317352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR2,0.0,0.0,0.0,0.0015426611031945621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA1,0.0,0.0,0.0,0.0,0.0,0.001750057258364449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,0.0,0.0,0.0,0.0041179201960689004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA4,0.001878396802569897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMC2,0.0,0.0,0.0,0.0,0.0,0.003547392065356483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMC3,0.0015408176605718768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMP1,0.002575500065368022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMP3,0.0,0.0,0.0,0.0,0.0,0.003393214726220969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,0.0025213379900267075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT2,0.0017437698049542734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBP,0.0,0.0,0.0013699355013199594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCE1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004650316653591204,0.0,0.0
LCE1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019806483155393344,0.0,0.0
LCE1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013427931461836705,0.0,0.0
LCE2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005537174108310309,0.0,0.0
LCE2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005991972803038055,0.0,0.0
LCE3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02732203158576935,0.0,0.0
LCE3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017953178474377777,0.0,0.0
LCN12,0.0,0.0015114431279826626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCN15,0.0,0.0,0.0,0.0,0.0,0.0,0.03435202205882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCN2,0.0,0.0,0.0,0.0,0.0,0.003860737151538201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014177871253661834,0.0
LCP2,0.001956060238188621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDB2,0.0016869618811049063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHAL6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030702108750100994,0.0,0.0,0.0,0.0,0.0
LDLR,0.0,0.0034163775233619935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDLRAD1,0.0,0.0,0.002763841481864071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDOC1,0.0,0.0030672966827396024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010483642580685763,0.0,0.0,0.0
LEFTY1,0.0,0.0,0.0012885263265964226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LELP1,0.0,0.0,0.0,0.0,0.0003389113936266276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEPR,0.0014135056558902813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEPREL1,0.0,0.00274327423934739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS14,0.0,0.0,0.0,0.0,0.00041703334198801975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS2,0.0012298526418019161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS4,0.0,0.0,0.0,0.0,0.007663992904688925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS7,0.0,0.0,0.0,0.0,0.007010296013253159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS7B,0.0,0.0,0.0,0.0,0.0,0.002472878446270642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033144882996465246,0.0,0.0,0.0
LGI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03554442379682745,0.0,0.0,0.0,0.0,0.0
LGR5,0.0,0.0,0.0,0.0,0.00546853638529745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGR6,0.0,0.0,0.0,0.0,0.0,0.0017739586857261726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHFP,0.0,0.0030318179619087554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHX1,0.0,0.0,0.0004287549868772933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005030800821355236
LHX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006676931739582283,0.0,0.0,0.0,0.0,0.0,0.0
